ID,Team/team_id,First Name,Last Name,Num,Age,DOB,player/birth_city,player/sp,player/country,HT,Wt,S,Draft,Round,Overall,Rk,player/pos_id,GP,G,A,A1,PTS,+/-,Sh,Misses,Blocked,Sh%,TOI,TOI/G,TOI/Sh,Shifts,Sh/G,Passes,Pa/60,FOW,FOL,FO%,HitsReceived,HitsRecieved/60,HitsGiven,HitsGiven/60,BlockedShots,Blocks/60,GiveAways,Giveaways/60,TakeAways,Takeaways/60,PIM,Minor,Major,Misconducts,Game Misconducts,Match,Grit,ShootOutShotsTaken,ShootoutGoals,SO%,1G,OTG,GWG,ENG,BHG,DeflG,SlapG,SnapG,TipG,WrapG,WristG,PenaltyShotGoals,PenaltyShotsTaken,PenaltyShot%,ShotDist,Crossbar,Post,OverNet,WideOfNet,Backhand,Deflected,Slap,Snap,Tipped,Wraparound,Wrist,1st Star,2nd Star,3rd Star,injury/Injury1,injury/Injury2,injury/Injury3,injury/Injury4,salary_Days,Salary,Cap Hit,Cap Cost,Bonuses
771,MIN,Jared,Spurgeon,46,26,11/29/89,Edmonton,AB,CAN,69,176,R,2008,6,156,,D,77,11,18,8,29,11,122,57,69,0.09,104775,22.7,46.2,2268,29.5,71,2.4,0,0,0,112,3.8,51,1.8,157,5.4,22,0.8,19,0.7,14,7,0,0,0,0,222,,, ,3,0,2,0,2,0,2,2,0,0,5,0,0,0,46.6,1,0,6,50,4,1,53,11,0,1,52,3,1,5,Lower body,Oblique,,,186,3.6,2.667,2.667,0
779,WSH,Ryan,Stanton,20,26,7/20/89,St. Albert,AB,CAN,74,196,L,,,,,D,1,0,0,0,0,-1,0,0,0,0.00,521,8.7,27.4,19,19,0,0,0,0,0,1,6.9,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,18,0.575,0.575,0.056,0
796,COL,Brad,Stuart,17,36,11/6/79,Rocky Mountain House,AB,CAN,74,215,L,1998,1,3,,D,6,0,0,0,0,-2,0,3,1,0.00,5040,14,39.7,127,21.2,0,0,0,0,0,7,5,11,7.9,7,5,3,2.1,0,0,0,0,0,0,0,0,18,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Back,,,,186,3.6,3.6,3.6,0
804,CAR,Brody,Sutter,48,24,9/26/91,Viking,AB,CAN,77,203,R,2011,7,193,Y,C,8,0,0,0,0,-4,7,2,0,0.00,4304,9,41,105,13.1,0,0,9,4,0.692,9,7.5,21,17.6,0,0,1,0.8,1,0.8,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,1,0,1,1,0,1,3,0,0,2,0,0,0,,,,,13,0.6,0.6,0.042,0
840,STL,Scottie,Upshall,10,32,10/7/83,Fort McMurray,AB,CAN,72,200,L,2002,1,6,,RW,70,6,8,7,14,5,113,35,34,0.05,45980,10.9,36.2,1271,18.2,73,5.7,12,22,0.353,73,5.7,92,7.2,16,1.3,10,0.8,19,1.5,44,17,0,1,0,0,152,,, ,0,0,1,0,0,0,0,1,0,0,5,0,0,0,30.9,1,0,3,31,8,0,3,15,1,0,86,0,0,0,Illness,,,,186,0.7,0.7,0.7,0
851,LAK,Kris,Versteeg,10,29,5/13/86,Lethbridge,AB,CAN,71,176,R,2004,5,134,,RW,77,15,23,9,38,0,156,77,55,0.10,71092,15.4,44.4,1602,20.8,130,6.6,8,8,0.5,81,4.1,20,1,32,1.6,38,1.9,38,1.9,45,15,1,1,0,0,98,,, ,3,0,4,0,2,1,1,3,1,0,7,0,0,0,31.1,0,4,4,69,21,3,17,37,5,1,72,2,5,4,Upper body,,,,372,4.7,4.4,4.4,0
104,TBL,Matthew,Carle,25,31,9/25/84,Anchorage,AK,USA,72,197,L,2003,2,47,,D,64,2,7,3,9,4,54,22,36,0.04,64434,16.8,46.3,1393,21.8,26,1.5,0,0,0,72,4,30,1.7,91,5.1,28,1.6,9,0.5,26,13,0,0,0,0,147,,, ,0,0,1,0,0,0,0,0,0,0,2,0,0,0,53.4,0,0,2,20,1,0,14,5,0,0,34,1,0,0,Undisclosed,Flu,,,186,5.5,5.5,5.5,0
185,CBJ,Brandon,Dubinsky,17,29,4/29/86,Anchorage,AK,USA,74,216,L,2004,2,60,,C,75,17,31,22,48,-16,158,49,81,0.11,84434,18.8,46.1,1833,24.4,243,10.4,780,704,0.526,68,2.9,235,10,40,1.7,31,1.3,45,1.9,71,23,3,1,0,0,349,7,3,0.43,2,0,3,2,3,1,0,4,0,0,9,0,0,0,29,2,1,3,43,18,3,10,62,6,3,56,3,2,4,Elbow,,,,186,5.85,5.85,5.85,0
280,OTT,Scott,Gomez,23,36,12/23/79,Anchorage,AK,USA,71,200,L,1998,1,27,,C,34,1,8,3,9,-7,20,6,6,0.05,23128,11.3,41,564,16.6,47,7.3,125,152,0.451,15,2.3,3,0.5,10,1.6,13,2,6,0.9,6,3,0,0,0,0,19,,, ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,29.8,0,1,0,5,2,1,4,2,0,0,11,0,1,1,,,,,123,1.15,1.375,0.482,0.225
820,ANA,Nate,Thompson,44,31,10/5/84,Anchorage,AK,USA,72,212,L,2003,6,183,,C,49,3,3,2,6,-1,42,15,19,0.07,34084,11.6,37.7,904,18.4,38,4,235,216,0.521,39,4.1,103,10.9,40,4.2,14,1.5,7,0.7,47,11,1,1,1,0,191,,, ,1,0,0,0,0,0,1,0,1,0,1,0,0,0,27,1,0,0,14,9,0,2,8,6,0,17,0,0,0,Lower body,Shoulder,,,186,1.6,1.6,1.6,0
181,LAK,Nic,Dowd,67,25,5/27/90,Huntsville,AL,USA,73,175,R,2009,7,198,Y,C,5,0,0,0,0,1,3,2,3,0.00,3173,10.6,42.9,74,14.8,0,0,18,16,0.529,5,5.7,6,6.8,0,0,3,3.4,3,3.4,2,1,0,0,0,0,8,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7,0,0,0,2,0,1,0,1,0,0,1,0,0,0,,,,,19,0.6,0.6,0.061,0
145,PHI,Sean,Couturier,14,23,12/7/92,Phoenix,AZ,USA,75,211,L,2011,1,8,,C,63,11,28,16,39,8,119,30,51,0.09,70311,18.6,43.7,1608,25.5,173,8.9,537,568,0.486,107,5.5,31,1.6,30,1.5,29,1.5,27,1.4,30,15,0,0,0,0,91,1,0,0,1,0,1,1,2,2,0,1,0,0,6,0,0,0,27.4,0,0,2,28,11,5,9,29,4,2,59,0,0,2,Lower body,Upper body,,,186,2,1.75,1.75,0
5,WSH,Karl,Alzner,27,27,9/24/88,Burnaby,BC,CAN,74,214,L,2007,1,5,,D,82,4,17,8,21,14,75,40,70,0.05,105165,21.4,46.8,2248,27.4,86,2.9,0,0,0,154,5.3,135,4.6,207,7.1,41,1.4,24,0.8,26,13,0,0,0,0,368,,, ,0,0,1,1,0,0,1,0,1,0,2,0,0,0,50.8,0,0,9,31,0,0,33,8,1,0,33,0,0,1,,,,,186,2.8,2.8,2.8,0
26,COL,Tyson,Barrie,4,24,7/26/91,Victoria,BC,CAN,70,190,R,2009,3,64,,D,78,13,36,20,49,-16,172,59,122,0.08,108574,23.2,50.6,2146,27.5,163,5.4,0,0,0,121,4,37,1.2,84,2.8,59,2,29,1,31,13,1,0,0,0,153,,, ,2,0,5,0,0,1,2,2,0,0,8,0,0,0,45.2,0,6,5,48,6,1,48,19,0,0,98,4,1,1,Flu,,,,186,3.2,2.6,2.6,0
37,DAL,Jamie,Benn,14,26,7/18/89,Victoria,BC,CAN,74,210,L,2007,5,129,,LW,82,41,48,26,89,7,247,96,88,0.17,98508,20,45,2191,26.7,194,7.1,226,252,0.473,94,3.4,156,5.7,55,2,80,2.9,65,2.4,64,26,2,0,0,0,277,3,1,0.33,3,1,5,5,3,0,2,6,7,1,22,0,0,0,27.9,1,8,14,73,25,5,16,29,27,2,143,6,9,5,,,,,186,5.75,5.25,5.25,0
38,DAL,Jordie,Benn,24,28,7/26/87,Victoria,BC,CAN,74,200,L,,,,,D,64,3,9,6,12,2,58,23,42,0.05,60107,15.7,41.4,1453,22.7,65,3.9,0,0,0,98,5.9,90,5.4,94,5.6,39,2.3,12,0.7,21,8,1,0,0,0,206,1,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,56.4,0,0,5,18,1,0,13,6,0,0,38,0,0,2,Lower body,Illness,,,186,0.85,0.7,0.7,0
82,STL,Troy,Brouwer,36,30,8/17/85,Vancouver,BC,CAN,75,213,R,2004,7,214,,RW,82,18,21,10,39,2,142,47,55,0.13,83614,17,39.7,2106,25.7,122,5.3,65,49,0.57,73,3.1,200,8.6,52,2.2,26,1.1,40,1.7,62,16,4,0,1,0,318,6,2,0.33,4,0,4,3,2,0,0,4,2,0,10,0,0,0,30.9,0,6,4,37,13,3,9,19,11,0,87,3,1,3,,,,,186,3.75,3.667,3.667,0
89,MIN,Brett,Bulmer,54,23,4/26/92,Prince George,BC,CAN,76,212,R,2010,2,39,Y,RW,3,0,0,0,0,-1,2,0,0,0.00,1209,6.7,35.6,34,11.3,0,0,0,0,0,3,8.9,2,6,0,0,0,0,0,0,7,1,1,0,0,0,10,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,10,0.6,0.6,0.032,0
139,BOS,Brett,Connolly,14,23,5/2/92,Campbell River,BC,CAN,74,193,R,2010,1,6,,RW,71,9,16,10,25,-1,95,42,34,0.10,55214,13,41.6,1328,18.7,110,7.2,14,17,0.452,78,5.1,137,8.9,36,2.3,20,1.3,11,0.7,20,10,0,0,0,0,193,,, ,1,0,2,2,0,1,0,2,0,1,5,0,0,0,30,0,4,5,33,4,2,1,17,5,1,65,0,1,0,Lower body,,,,186,1.025,1.025,1.025,0
152,ARI,Craig,Cunningham,22,25,9/13/90,Trail,BC,CAN,70,184,R,2010,4,97,,LW,10,0,1,0,1,-1,13,3,2,0.00,6050,10.1,43.2,140,14,0,0,2,1,0.667,11,6.5,15,8.9,4,2.4,1,0.6,2,1.2,2,1,0,0,0,0,21,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8,0,0,1,2,3,0,0,0,0,0,10,0,0,0,,,,,33,0.7,0.7,0.106,0
175,SJS,Brenden,Dillon,4,25,11/13/90,New Westminster,BC,CAN,76,225,L,,,,,D,76,2,9,5,11,8,93,40,79,0.02,76097,16.7,47,1618,21.3,74,3.5,0,0,0,118,5.6,154,7.3,89,4.2,42,2,12,0.6,61,18,3,0,1,0,307,,, ,0,0,1,0,0,0,1,1,0,0,0,0,0,0,52.1,1,0,4,35,1,1,31,15,0,0,45,1,0,1,Upper body,,,,186,2.4,3.27,3.27,0
206,NSH,Stefan,Elliott,7,25,1/30/91,Vancouver,BC,CAN,73,190,R,2009,2,49,,D,21,2,4,3,6,-3,37,10,24,0.05,17850,14.2,42.2,423,20.1,39,7.9,0,0,0,29,5.8,12,2.4,18,3.6,5,1,4,0.8,4,2,0,0,0,0,34,,, ,0,0,0,0,1,0,0,0,0,0,1,0,0,0,47.1,0,0,1,9,3,0,2,6,0,0,26,0,0,0,Upper body,,,,106,0.65,0.65,0.37,0
209,CGY,Turner,Elson,65,23,9/13/92,New Westminster,BC,CAN,72,195,L,,,,Y,LW,1,0,1,0,1,1,0,0,0,0.00,894,14.9,44.7,20,20,0,0,0,0,0,1,4,2,8.1,0,0,0,0,0,0,0,0,0,0,0,0,2,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,0.605,0.605,0.007,0
230,BOS,Landon,Ferraro,29,24,8/8/91,Trail,BC,CAN,72,186,R,2009,2,32,Y,C,68,5,5,3,10,-11,77,30,25,0.07,43294,10.6,41.2,1050,15.4,51,4.2,29,57,0.337,71,5.9,101,8.4,29,2.4,17,1.4,16,1.3,27,6,3,0,0,0,160,,, ,2,0,1,0,0,0,1,1,1,0,2,0,0,0,28.9,0,0,2,28,9,0,4,18,5,2,39,1,0,0,Knee,Lower body,,,186,0.6,0.6,0.6,0
244,BUF,Cody,Franson,46,28,8/8/87,Sicamous,BC,CAN,77,234,R,2005,3,79,,D,59,4,13,6,17,-5,92,34,63,0.04,59604,16.8,42.2,1414,24,75,4.5,0,0,0,39,2.4,61,3.7,56,3.4,31,1.9,14,0.8,26,13,0,0,0,0,143,,, ,0,0,1,0,0,0,2,0,1,0,1,0,0,0,52.7,0,2,3,29,2,1,31,22,1,0,35,0,0,0,Neck,,,,186,4,3.325,3.325,0
258,TBL,Jason,Garrison,5,31,11/13/84,White Rock,BC,CAN,74,223,L,,,,,D,72,5,6,3,11,-4,99,47,54,0.05,79763,18.5,46.8,1704,23.7,38,1.7,0,0,0,96,4.3,88,4,105,4.7,45,2,15,0.7,18,9,0,0,0,0,211,,, ,1,1,1,0,1,0,0,0,0,0,4,0,0,0,53.2,0,1,5,41,1,0,57,9,1,0,31,2,0,0,Lower body,,,,186,4.5,4.6,4.6,0
283,BUF,Josh,Gorges,4,31,8/14/84,Kelowna,BC,CAN,73,203,L,,,,,D,77,2,10,2,12,-7,57,33,49,0.04,94549,20.5,42.7,2213,28.7,32,1.2,0,0,0,130,4.9,143,5.4,167,6.4,17,0.6,13,0.5,72,26,2,0,1,0,384,,, ,1,0,0,0,0,0,0,0,1,0,1,0,0,0,51.7,0,0,2,31,2,1,20,10,2,0,22,1,0,0,Upper body,,,,186,3.9,3.9,3.9,0
294,CGY,Derek,Grant,57,25,4/20/90,Abbotsford,BC,CAN,75,202,L,2008,4,119,Y,C,15,0,1,0,1,-7,22,7,7,0.00,9791,10.9,36.4,269,17.9,0,0,61,50,0.55,18,6.6,25,9.2,11,4,1,0.4,3,1.1,2,1,0,0,0,0,38,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6,0,0,2,5,3,0,1,3,2,2,11,0,0,0,Groin,,,,36,0.7,0.7,0.135,0
317,VAN,Dan,Hamhuis,2,33,12/13/82,Smithers,BC,CAN,73,209,L,2001,1,12,,D,58,3,10,6,13,-2,72,28,64,0.04,74525,21.4,45.5,1639,28.3,78,3.8,0,0,0,72,3.5,64,3.1,72,3.5,47,2.3,24,1.2,28,14,0,0,0,0,164,,, ,1,0,1,0,0,0,0,1,1,0,1,0,0,0,48.3,0,1,0,27,4,1,25,6,1,1,34,0,1,0,Facial,Lower body,,,186,4.25,4.5,4.5,0
352,ANA,Shawn,Horcoff,22,37,9/17/78,Trail,BC,CAN,73,210,L,1998,4,99,,C,59,6,9,6,15,1,73,27,16,0.08,47036,13.3,40.2,1170,19.8,86,6.6,320,306,0.511,45,3.4,58,4.4,24,1.8,28,2.1,12,0.9,34,17,0,0,0,0,116,,, ,3,0,2,0,0,1,1,2,1,0,1,0,0,0,25.9,0,1,1,25,2,2,17,11,8,1,32,0,0,1,,,,,186,1.75,1.75,1.75,0
361,EDM,Brad,Hunt,24,27,8/24/88,Maple Ridge,BC,CAN,69,187,L,,,,,D,7,0,0,0,0,-1,12,4,10,0.00,5955,14.2,45.8,130,18.6,0,0,0,0,0,4,2.4,7,4.2,7,4.2,6,3.6,2,1.2,2,1,0,0,0,0,16,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.3,0,0,0,4,0,0,7,1,0,0,4,0,0,0,,,,,27,0.6,0.6,0.087,0
366,BOS,Matt,Irwin,52,28,11/29/87,Victoria,BC,CAN,73,207,L,,,,,D,2,0,0,0,0,-5,3,1,1,0.00,1792,14.9,41.7,43,21.5,0,0,0,0,0,3,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.7,0,0,0,1,0,0,2,0,0,0,1,0,0,0,,,,,5,0.8,0.8,0.022,0
367,NSH,Barret,Jackman,5,34,3/5/81,Trail,BC,CAN,72,203,L,1999,1,17,,D,73,1,4,1,5,1,64,29,37,0.02,60695,13.9,45.2,1342,18.4,17,1,0,0,0,94,5.6,100,5.9,86,5.1,35,2.1,8,0.5,76,18,6,0,1,0,268,,, ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,56.6,0,1,3,25,0,1,17,10,0,0,36,0,0,1,Upper body,,,,186,2,2,2,0
375,NSH,Ryan,Johansen,92,23,7/31/92,Vancouver,BC,CAN,75,218,R,2010,1,4,,C,80,14,46,25,60,6,185,52,63,0.08,84301,17.6,48.3,1745,21.8,221,9.4,652,594,0.523,64,2.7,115,4.9,30,1.3,42,1.8,38,1.6,61,28,1,0,0,0,207,6,2,0.33,2,0,2,0,4,0,0,0,1,0,9,0,0,0,29.9,0,3,8,41,19,3,21,33,10,1,98,1,2,4,Illness,,,,186,3,4,4,0
395,BUF,Evander,Kane,9,24,8/2/91,Vancouver,BC,CAN,74,204,L,2009,1,4,,LW,65,20,15,9,35,-14,271,91,111,0.07,82045,21,52.9,1552,23.9,118,5.2,62,62,0.5,131,5.7,171,7.5,23,1,37,1.6,37,1.6,91,32,3,0,1,0,288,4,0,0,4,0,3,4,1,0,0,3,1,0,15,0,1,1,34.5,1,5,12,73,21,4,19,46,7,9,165,2,3,2,Upper body,Knee,,,186,6,5.25,5.25,0
402,NYI,Bracken,Kearns,38,34,5/12/81,North Vancouver,BC,CAN,72,200,L,,,,,C,2,0,1,1,1,1,0,0,0,0.00,1907,15.9,46.5,41,20.5,1,1.9,8,4,0.667,2,3.8,5,9.4,2,3.8,1,1.9,0,0,4,2,0,0,0,0,11,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0.775,0.775,0.004,0
412,EDM,Jujhar,Khaira,54,21,8/13/94,Surrey,BC,CAN,75,214,L,2012,3,63,Y,LW,15,0,2,2,2,-2,14,6,10,0.00,9319,10.4,40.7,229,15.3,30,11.6,0,1,0,16,6.2,29,11.2,6,2.3,4,1.5,6,2.3,13,4,1,0,0,0,49,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9,0,0,2,4,4,1,1,4,0,0,4,0,0,0,,,,,47,0.925,0.906,0.226,0
421,FLA,Corban,Knight,53,25,9/10/90,Oliver,BC,CAN,74,195,R,2009,5,135,Y,C,20,2,5,3,7,3,11,6,2,0.18,11558,9.6,43.8,264,13.2,25,7.8,54,52,0.509,18,5.6,18,5.6,2,0.6,1,0.3,6,1.9,4,2,0,0,0,0,24,,, ,1,0,0,0,0,0,0,1,0,0,1,0,0,0,28.5,0,0,0,6,0,1,3,1,2,0,4,0,0,1,,,,,60,0.75,0.75,0.242,0
443,CHI,Andrew,Ladd,16,30,12/12/85,Maple Ridge,BC,CAN,75,200,L,2004,1,4,,LW,78,25,21,9,46,-13,181,71,100,0.14,88519,18.9,45.3,1953,25,94,3.8,8,5,0.615,91,3.7,155,6.3,42,1.7,34,1.4,29,1.2,45,15,3,0,0,0,245,6,3,0.5,5,0,3,2,2,1,4,6,2,0,10,0,1,1,31.6,1,5,9,56,13,5,17,30,13,0,103,0,6,2,,,,,231,4.5,4.4,4.399,0
452,OTT,Curtis,Lazar,27,21,2/2/95,Salmon Arm,BC,CAN,72,209,R,2013,1,17,,RW,76,6,14,10,20,-1,78,33,30,0.08,63196,13.9,42.7,1479,19.5,106,6,168,216,0.438,113,6.4,118,6.7,47,2.7,15,0.9,24,1.4,18,4,2,0,0,0,185,,, ,0,0,0,1,2,0,0,2,0,0,2,0,0,0,26.6,1,1,3,28,14,1,3,10,1,0,49,1,0,1,Undisclosed,Lower body,Concussion,,186,0.925,0.925,1.254,0.36
479,LAK,Milan,Lucic,17,27,6/7/88,Vancouver,BC,CAN,75,233,L,2006,2,50,,LW,81,20,35,25,55,26,124,85,60,0.16,83772,17.2,48.8,1715,21.2,212,9.1,7,13,0.35,124,5.3,244,10.5,22,0.9,48,2.1,22,0.9,79,22,3,0,1,1,348,,, ,0,0,5,1,1,1,1,3,5,0,9,0,0,0,27.8,0,2,6,77,5,3,12,17,15,1,71,4,3,3,,,,,372,6.5,6,6,0
488,PHI,Brandon,Manning,23,25,6/4/90,Prince George,BC,CAN,73,205,L,,,,,D,56,1,6,2,7,2,67,28,54,0.02,55533,16.5,42.7,1300,23.2,38,2.5,0,1,0,75,4.9,94,6.1,57,3.7,19,1.2,7,0.5,66,18,4,1,0,0,221,,, ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,48.4,0,0,3,25,1,0,24,14,0,1,27,1,0,0,,,,,186,0.625,0.625,0.625,0
524,DAL,Curtis,McKenzie,11,24,2/22/91,Golden,BC,CAN,74,205,L,2009,6,159,,LW,3,0,0,0,0,-1,3,1,1,0.00,1584,8.8,41.7,38,12.7,0,0,0,0,0,4,9.1,4,9.1,1,2.3,0,0,1,2.3,0,0,0,0,0,0,5,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7,0,0,0,1,0,0,0,1,1,0,1,0,0,0,Lower body,,,,40,0.65,0.675,0.145,0
527,CHI,Mark,McNeill,41,22,2/22/93,Langley,BC,CAN,74,214,R,2011,1,18,Y,RW,1,0,0,0,0,0,0,0,1,0.00,764,12.7,40.2,19,19,0,0,0,1,0,0,0,3,14.1,0,0,0,0,1,4.7,0,0,0,0,0,0,3,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,0.833,0.863,0.012,0.538
545,FLA,Willie,Mitchell,33,38,4/23/77,Port McNeill,BC,CAN,75,210,L,1996,8,199,,D,46,1,6,1,7,-2,33,17,27,0.03,54994,19.9,50.3,1093,23.8,0,0,0,0,0,74,4.8,68,4.5,70,4.6,18,1.2,6,0.4,18,9,0,0,0,0,156,,, ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,50,0,1,0,16,0,0,17,5,0,0,11,1,0,1,Upper body,,,,186,4.25,4.25,4.25,0
583,EDM,Ryan,Nugent-Hopkins,93,22,4/12/93,Burnaby,BC,CAN,72,189,L,2011,1,1,,C,55,12,22,15,34,-9,108,38,68,0.11,62906,19.1,47.2,1333,24.2,138,7.9,369,454,0.448,65,3.7,39,2.2,36,2.1,30,1.7,43,2.5,18,9,0,0,0,0,93,4,2,0.5,4,0,1,1,0,1,0,6,2,0,3,0,0,0,29.2,1,5,3,29,7,3,5,36,4,0,54,1,1,2,Concussion,Hand,Flu,,186,6,6,6,0
632,WPG,Nic,Petan,19,20,3/22/95,Delta,BC,CAN,69,179,L,2013,2,43,Y,LW,26,2,4,2,6,2,25,15,12,0.08,18326,11.7,46.5,394,15.2,37,7.3,12,9,0.571,18,3.5,7,1.4,4,0.8,8,1.6,11,2.2,10,5,0,0,0,0,21,,, ,1,0,0,0,0,1,0,0,0,0,1,0,0,0,23.2,0,1,1,13,1,4,1,3,1,1,14,0,0,0,Illness,,,,67,0.843,0.789,0.311,0.233
676,EDM,Griffin,Reinhart,8,22,1/24/94,North Vancouver,BC,CAN,76,212,L,2012,1,4,Y,D,29,0,1,0,1,-6,24,10,27,0.00,31450,18.1,44.5,706,24.3,0,0,0,0,0,42,4.8,62,7.1,46,5.3,26,3,6,0.7,20,10,0,0,0,0,128,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.2,1,0,1,8,0,0,11,6,0,0,7,0,0,1,Undisclosed,,,,96,0.833,0.863,1.658,2.35
677,BUF,Sam,Reinhart,23,20,11/6/95,West Vancouver,BC,CAN,73,189,R,2014,1,2,Y,C,79,23,19,13,42,-8,165,58,52,0.14,79803,16.8,49.7,1605,20.3,157,7.1,36,72,0.333,121,5.5,26,1.2,26,1.2,20,0.9,19,0.9,8,4,0,0,0,0,60,2,1,0.5,3,0,3,1,3,2,1,5,4,0,8,0,0,0,24.3,0,3,5,50,18,12,9,25,15,1,85,6,4,3,Upper body,,,,186,0.925,0.894,3.544,2.65
684,TOR,Morgan,Rielly,44,21,3/9/94,Vancouver,BC,CAN,73,214,L,2012,1,5,,D,82,9,27,8,36,-17,167,120,136,0.05,114277,23.2,45.8,2493,30.4,92,2.9,0,0,0,121,3.8,58,1.8,122,3.8,72,2.3,35,1.1,28,14,0,0,0,0,208,,, ,1,0,0,0,0,0,0,2,0,0,7,0,0,0,52.6,2,4,13,101,6,0,26,31,1,0,103,0,2,1,,,,,186,0.833,0.894,1.744,0.85
705,ANA,Mike,Santorelli,25,30,12/14/85,Vancouver,BC,CAN,72,189,R,2004,6,178,,C,70,9,9,1,18,-4,81,22,28,0.11,42389,10.1,42.7,993,14.2,18,1.5,75,83,0.475,66,5.6,28,2.4,20,1.7,15,1.3,5,0.4,8,4,0,0,0,0,56,,, ,2,0,1,0,1,0,1,2,2,0,3,0,0,0,25.7,1,1,1,19,8,0,3,9,9,1,51,1,2,0,,,,,186,0.875,0.875,0.875,0
719,PIT,Justin,Schultz,4,25,7/6/90,Kelowna,BC,CAN,74,193,R,2008,2,43,,D,63,4,14,6,18,-15,82,41,55,0.05,69721,18.4,45.7,1527,24.2,63,3.3,0,2,0,127,6.6,36,1.9,72,3.7,40,2.1,21,1.1,16,8,0,0,0,0,124,,, ,1,0,0,0,1,0,1,0,1,0,1,0,0,0,43.5,0,3,6,32,3,1,21,18,4,0,35,0,1,0,Illness,Back,,,229,3.9,3.9,3.9,0
724,CHI,Brent,Seabrook,7,30,4/20/85,Richmond,BC,CAN,75,220,R,2003,1,14,,D,81,14,35,15,49,6,167,60,134,0.08,110918,22.8,45,2465,30.4,97,3.1,0,0,0,174,5.6,121,3.9,150,4.9,89,2.9,19,0.6,32,16,0,0,0,0,303,,, ,5,1,3,0,1,0,12,0,0,0,1,0,0,0,52.4,2,3,3,52,1,0,123,13,0,0,30,3,1,2,Illness,,,,186,5,5.8,5.8,0
752,NSH,Colton,Sissons,10,22,11/5/93,North Vancouver,BC,CAN,73,200,R,2012,2,50,Y,C,34,4,2,0,6,5,25,9,10,0.16,20317,10,40.1,507,14.9,0,0,141,111,0.56,20,3.5,35,6.2,20,3.5,5,0.9,7,1.2,12,1,2,0,0,0,69,,, ,0,0,0,0,1,0,0,1,2,0,0,0,0,0,21.5,0,1,2,6,5,1,2,2,6,0,9,1,0,0,,,,,77,0.6,0.635,0.364,0.21
789,ANA,Clayton,Stoner,3,30,2/19/85,Port McNeill,BC,CAN,76,216,L,2004,3,79,,D,50,1,5,1,6,4,32,16,23,0.03,46081,15.4,44.4,1037,20.7,16,1.2,0,0,0,113,8.8,123,9.6,55,4.3,31,2.4,2,0.2,67,11,7,1,0,0,252,,, ,0,0,0,1,0,0,0,0,0,0,1,0,0,0,53,0,0,1,15,1,0,12,3,1,0,15,0,0,0,Undisclosed,Lower body,,,186,3.25,3.25,3.25,0
793,COL,Ben,Street,10,28,2/13/87,Coquitlam,BC,CAN,71,185,L,,,,,C,7,0,0,0,0,-1,8,1,1,0.00,3085,7.3,35.5,87,12.4,0,0,26,21,0.553,8,9.3,6,7,4,4.7,2,2.3,0,0,4,2,0,0,0,0,14,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,1,2,0,1,2,0,1,2,0,0,0,Chest,,,,114,0.65,0.65,0.398,0
818,ANA,Shea,Theodore,53,20,8/3/95,Langley,BC,CAN,74,195,L,2013,1,26,Y,D,19,3,5,3,8,7,28,12,21,0.11,21784,19.1,48.2,452,23.8,33,5.5,0,0,0,16,2.6,6,1,22,3.6,17,2.8,10,1.7,2,1,0,0,0,0,30,,, ,0,0,1,0,1,0,0,0,0,0,2,0,0,0,43.3,0,2,1,9,1,0,8,2,0,0,17,1,0,2,,,,,46,0.833,0.863,0.214,0
